,scenario,model,mean,std,count
15,covariate_shift,Ridge,3.004853267573845,0.0631874211683406,10
9,covariate_shift,LinearRegression,3.0048544728535145,0.06319245562636466,10
10,covariate_shift,LinearRegression CVAP - 1,3.110150718771662,0.13366690102909637,10
16,covariate_shift,Ridge CVAP - 1,3.1101595502411805,0.13366521434799855,10
17,covariate_shift,Ridge CVAP - 10,3.1396331654292995,0.15567801868455625,10
11,covariate_shift,LinearRegression CVAP - 10,3.139634122566998,0.15567098113217823,10
3,covariate_shift,GradientBoosting,3.239478928248528,0.10541667695615153,10
4,covariate_shift,GradientBoosting CVAP - 1,3.3048567930559485,0.14257215305500412,10
1,covariate_shift,ElasticNet CVAP - 1,3.3097080516544706,0.13892623188024264,10
5,covariate_shift,GradientBoosting CVAP - 10,3.3305225256328432,0.16149004371338244,10
2,covariate_shift,ElasticNet CVAP - 10,3.334014057346457,0.15741399531172073,10
12,covariate_shift,RandomForest,3.3771451393821605,0.1172366525327186,10
13,covariate_shift,RandomForest CVAP - 1,3.4486019900958786,0.16487093873063463,10
14,covariate_shift,RandomForest CVAP - 10,3.4725466394060964,0.18536597684277048,10
18,covariate_shift,SVR(RBF),3.656817518358776,0.3455347710564327,10
7,covariate_shift,Lasso CVAP - 1,3.7069667185041117,0.24211710230175004,10
8,covariate_shift,Lasso CVAP - 10,3.7230468047369647,0.2534627275696316,10
19,covariate_shift,SVR(RBF) CVAP - 1,3.744893790306315,0.40380090752093006,10
20,covariate_shift,SVR(RBF) CVAP - 10,3.757290713441151,0.41220647848622216,10
0,covariate_shift,ElasticNet,3.89032317382368,0.437461953573695,10
6,covariate_shift,Lasso,4.195676283707337,0.5803762189207611,10
24,friedman1,GradientBoosting,3.133448277587147,0.04693225224067995,10
25,friedman1,GradientBoosting CVAP - 1,3.174539552731769,0.04279714714179132,10
26,friedman1,GradientBoosting CVAP - 10,3.190096193344108,0.043880394043556134,10
39,friedman1,SVR(RBF),3.2320314890920203,0.043528776924319446,10
40,friedman1,SVR(RBF) CVAP - 1,3.2655687363467925,0.04629096920809867,10
33,friedman1,RandomForest,3.272483732186765,0.044399584609525394,10
41,friedman1,SVR(RBF) CVAP - 10,3.278605356330496,0.048039691300465814,10
34,friedman1,RandomForest CVAP - 1,3.3090229673336693,0.051032459014547,10
35,friedman1,RandomForest CVAP - 10,3.3229888579791043,0.0517148752220021,10
37,friedman1,Ridge CVAP - 1,3.8792901615148785,0.07363794261202104,10
31,friedman1,LinearRegression CVAP - 1,3.879294167540806,0.0736388798714797,10
38,friedman1,Ridge CVAP - 10,3.885533257567375,0.07551291149086925,10
32,friedman1,LinearRegression CVAP - 10,3.8855400584343385,0.07550932505408478,10
36,friedman1,Ridge,3.887239436883063,0.062079402626881906,10
30,friedman1,LinearRegression,3.887244887733354,0.0620725214498311,10
22,friedman1,ElasticNet CVAP - 1,3.892476832267898,0.07889578197348748,10
23,friedman1,ElasticNet CVAP - 10,3.8987859718073876,0.08085591182383117,10
28,friedman1,Lasso CVAP - 1,3.9753635830133702,0.08615502578224486,10
29,friedman1,Lasso CVAP - 10,3.981500223634152,0.08720480044127868,10
27,friedman1,Lasso,4.351826742071796,0.09298864460892807,10
21,friedman1,ElasticNet,4.3815951962378605,0.08800102825025004,10
59,friedman2,Ridge CVAP - 10,2.999753874641654,0.05162134605800592,10
53,friedman2,LinearRegression CVAP - 10,2.999754688307646,0.051618294263964984,10
51,friedman2,LinearRegression,3.0001049081851265,0.05218046790925602,10
57,friedman2,Ridge,3.0001051596142148,0.05218033160882853,10
52,friedman2,LinearRegression CVAP - 1,3.000923494098841,0.05188972553759291,10
58,friedman2,Ridge CVAP - 1,3.000923870405912,0.051891804852627677,10
47,friedman2,GradientBoosting CVAP - 10,3.006615169826919,0.05148422988311919,10
62,friedman2,SVR(RBF) CVAP - 10,3.0073046461143615,0.05241697566613628,10
46,friedman2,GradientBoosting CVAP - 1,3.0081688059102207,0.05155974971002695,10
61,friedman2,SVR(RBF) CVAP - 1,3.008810003636561,0.05294722131182018,10
60,friedman2,SVR(RBF),3.012018538132055,0.051835191927242154,10
44,friedman2,ElasticNet CVAP - 10,3.0120269087092875,0.0518534298052743,10
50,friedman2,Lasso CVAP - 10,3.0120269087092875,0.0518534298052743,10
43,friedman2,ElasticNet CVAP - 1,3.012069654270019,0.05183747905384743,10
49,friedman2,Lasso CVAP - 1,3.012069654270019,0.05183747905384743,10
42,friedman2,ElasticNet,3.0120783334742485,0.05182890397703737,10
48,friedman2,Lasso,3.0120783334742485,0.05182890397703737,10
45,friedman2,GradientBoosting,3.0131040931466755,0.04811237540639463,10
56,friedman2,RandomForest CVAP - 10,3.015491252030052,0.04917471390879084,10
55,friedman2,RandomForest CVAP - 1,3.0171617822724643,0.04868886528828822,10
54,friedman2,RandomForest,3.1073921250700187,0.05017672754331307,10
75,friedman3,RandomForest,6.464861621833381,0.15201114793166248,10
66,friedman3,GradientBoosting,15.501034758895099,0.39177127090827973,10
76,friedman3,RandomForest CVAP - 1,47.3903490055157,1.125014232476277,10
67,friedman3,GradientBoosting CVAP - 1,48.78037377732573,0.9141630288632822,10
77,friedman3,RandomForest CVAP - 10,49.459755333707086,1.3788795218161698,10
68,friedman3,GradientBoosting CVAP - 10,50.808235563605784,1.1693143277536433,10
64,friedman3,ElasticNet CVAP - 1,82.40415456132529,2.3393392122751826,10
70,friedman3,Lasso CVAP - 1,82.45289044447404,2.314587666547068,10
73,friedman3,LinearRegression CVAP - 1,82.49402525810174,2.282386802820444,10
79,friedman3,Ridge CVAP - 1,82.49404167708362,2.2824283090627255,10
65,friedman3,ElasticNet CVAP - 10,83.71877564484268,2.2533137659408666,10
71,friedman3,Lasso CVAP - 10,83.76953860725946,2.2221124363682234,10
74,friedman3,LinearRegression CVAP - 10,83.81199693890358,2.1874156630976014,10
80,friedman3,Ridge CVAP - 10,83.8121084783778,2.187437834479966,10
82,friedman3,SVR(RBF) CVAP - 1,103.7827158660032,3.470408672620455,10
83,friedman3,SVR(RBF) CVAP - 10,103.9296244068615,3.759809647140294,10
72,friedman3,LinearRegression,136.88706254727796,2.2889142360606303,10
78,friedman3,Ridge,136.8872143134669,2.288823772050313,10
69,friedman3,Lasso,136.9092232796504,2.2954939337562874,10
81,friedman3,SVR(RBF),139.0390206421847,5.689025340534334,10
63,friedman3,ElasticNet,180.71552990519268,3.273450529538347,10
93,heavy_tailed,LinearRegression,5.050879730411601,0.3857000832439185,10
99,heavy_tailed,Ridge,5.050882108304862,0.38570179115574876,10
100,heavy_tailed,Ridge CVAP - 1,5.05869061746485,0.38312739716151556,10
94,heavy_tailed,LinearRegression CVAP - 1,5.058696788729677,0.3831361954938253,10
95,heavy_tailed,LinearRegression CVAP - 10,5.0646287151319545,0.3852692230554917,10
101,heavy_tailed,Ridge CVAP - 10,5.0646307578589065,0.38526141567963174,10
102,heavy_tailed,SVR(RBF),5.096538257631836,0.38559097194024683,10
103,heavy_tailed,SVR(RBF) CVAP - 1,5.105483431787007,0.38005399920630034,10
104,heavy_tailed,SVR(RBF) CVAP - 10,5.108658611610922,0.3841908255746232,10
88,heavy_tailed,GradientBoosting CVAP - 1,5.11446469073206,0.38933495745696817,10
89,heavy_tailed,GradientBoosting CVAP - 10,5.1176893172119255,0.3908569228286129,10
87,heavy_tailed,GradientBoosting,5.118851574345856,0.3958587523656893,10
85,heavy_tailed,ElasticNet CVAP - 1,5.138934525712052,0.3848988452979057,10
86,heavy_tailed,ElasticNet CVAP - 10,5.142106280992158,0.38756558413650355,10
96,heavy_tailed,RandomForest,5.172192797415753,0.36985416970879087,10
97,heavy_tailed,RandomForest CVAP - 1,5.172949929756267,0.3861000633996282,10
98,heavy_tailed,RandomForest CVAP - 10,5.175366349611698,0.38901060050445513,10
91,heavy_tailed,Lasso CVAP - 1,5.268794230217797,0.383361382328485,10
92,heavy_tailed,Lasso CVAP - 10,5.270447378490579,0.38795126962029364,10
84,heavy_tailed,ElasticNet,5.3416837427821084,0.4251555880818236,10
90,heavy_tailed,Lasso,5.437018541963775,0.4215837825758343,10
120,heteroscedastic,Ridge,4.293574580732071,0.0899282813434161,10
114,heteroscedastic,LinearRegression,4.293583291209788,0.08992387052598469,10
115,heteroscedastic,LinearRegression CVAP - 1,4.298339147598758,0.09098008327485058,10
121,heteroscedastic,Ridge CVAP - 1,4.298340933482232,0.09098795088584441,10
116,heteroscedastic,LinearRegression CVAP - 10,4.302625528727073,0.08944236313572944,10
122,heteroscedastic,Ridge CVAP - 10,4.30263389895381,0.08945772715525521,10
123,heteroscedastic,SVR(RBF),4.351361684842896,0.076436346020616,10
109,heteroscedastic,GradientBoosting CVAP - 1,4.353509986272728,0.08561281804538821,10
110,heteroscedastic,GradientBoosting CVAP - 10,4.356694443762884,0.08512341642271602,10
124,heteroscedastic,SVR(RBF) CVAP - 1,4.357935798041015,0.0746901373386704,10
125,heteroscedastic,SVR(RBF) CVAP - 10,4.360061130802466,0.07541809867887955,10
108,heteroscedastic,GradientBoosting,4.363743891816492,0.08971597449967018,10
106,heteroscedastic,ElasticNet CVAP - 1,4.386743706735663,0.07331852504569429,10
107,heteroscedastic,ElasticNet CVAP - 10,4.390012850995288,0.07293871378410864,10
118,heteroscedastic,RandomForest CVAP - 1,4.407657315881296,0.06558705832928721,10
119,heteroscedastic,RandomForest CVAP - 10,4.409811154708453,0.0657133898786946,10
117,heteroscedastic,RandomForest,4.412565803803906,0.08726191180471114,10
112,heteroscedastic,Lasso CVAP - 1,4.536990108418226,0.08289881668689869,10
113,heteroscedastic,Lasso CVAP - 10,4.53831386745241,0.08235860628671962,10
105,heteroscedastic,ElasticNet,4.60346154340594,0.10262654098385077,10
111,heteroscedastic,Lasso,4.714068479996746,0.10010592568693717,10
141,linear_gaussian,Ridge,2.988929685884263,0.035315100597881906,10
135,linear_gaussian,LinearRegression,2.9889380374895858,0.035311072360155855,10
136,linear_gaussian,LinearRegression CVAP - 1,3.004152377644617,0.03275791391076477,10
142,linear_gaussian,Ridge CVAP - 1,3.0041528651742566,0.032759841671972344,10
137,linear_gaussian,LinearRegression CVAP - 10,3.011734873966259,0.03190618622991982,10
143,linear_gaussian,Ridge CVAP - 10,3.0117365611093443,0.03190947411988448,10
129,linear_gaussian,GradientBoosting,3.037390597805417,0.041282020251488735,10
130,linear_gaussian,GradientBoosting CVAP - 1,3.050432381759339,0.03913375223859906,10
131,linear_gaussian,GradientBoosting CVAP - 10,3.0573899054839897,0.0390289446433542,10
144,linear_gaussian,SVR(RBF),3.0630418579982024,0.03160096462320809,10
145,linear_gaussian,SVR(RBF) CVAP - 1,3.0765566581847907,0.0331470372630463,10
146,linear_gaussian,SVR(RBF) CVAP - 10,3.082125411741089,0.034649049470352994,10
138,linear_gaussian,RandomForest,3.103062355813403,0.037445073860389276,10
139,linear_gaussian,RandomForest CVAP - 1,3.111752083831868,0.0334440564255915,10
140,linear_gaussian,RandomForest CVAP - 10,3.117549149571902,0.03381230670504634,10
127,linear_gaussian,ElasticNet CVAP - 1,3.124208356740663,0.040841182231064435,10
128,linear_gaussian,ElasticNet CVAP - 10,3.130444140720452,0.04218799377045989,10
133,linear_gaussian,Lasso CVAP - 1,3.3237913296738038,0.10221521808008519,10
134,linear_gaussian,Lasso CVAP - 10,3.3282076512204313,0.10275174209678832,10
